id;entry_time;exit_time;entry_speed;exit_speed;entry_detector;exit_detector;travel_time
224;21.49;31.91;46.26;50.544;d1_1;d3_1;13.20
217;21.49;31.20;44.136;48.168000000000006;d1_2;d3_3;12.50
211;22.57;31.69;56.484;54.936;d1_0;d3_0;11.60
152;22.84;32.90;44.604000000000006;49.644;d1_2;d3_2;13.00
242;23.03;33.27;44.424;49.212;d1_1;d3_1;13.30
240;24.26;34.76;44.856;47.124;d1_2;d3_2;13.50
239;25.38;35.64;47.628;51.012;d1_1;d3_1;12.90
253;26.05;37.00;40.104000000000006;51.083999999999996;d1_2;d3_1;13.90
0;26.13;35.57;40.248;69.876;d1_3;d3_3;11.50
128;27.02;27.36;52.2;52.164;d3_2;d3_2;14.30
255;27.29;36.15;55.764;55.62;d1_0;d3_0;11.40
278;27.70;37.99;33.336;50.507999999999996;d1_1;d3_0;13.40
276;28.16;38.40;47.484;50.472;d1_2;d3_1;13.20
193;29.19;39.89;38.519999999999996;46.836;d1_3;d3_2;13.90
286;29.49;38.37;54.684;54.144;d1_0;d3_0;11.60
281;29.68;39.49;46.908;49.968;d1_1;d3_0;12.90
236;30.00;40.79;33.336;49.176;d1_2;d3_1;13.90
215;30.69;41.49;33.12;46.980000000000004;d1_3;d3_2;14.00
50;30.77;79.18;48.636;47.916000000000004;d2_1;d4_1;57.70
210;30.99;42.19;47.088;50.904;d1_1;d3_1;14.20
279;32.04;42.31;41.25600000000001;56.268;d1_2;d3_2;13.00
288;32.89;43.11;45.144;48.744;d1_1;d3_0;13.30
294;34.36;43.92;42.480000000000004;51.192;d1_1;d3_1;12.60
271;34.34;45.08;43.272;47.664;d1_2;d3_2;13.70
282;35.90;46.44;41.688;48.888;d1_2;d3_1;13.50
272;36.24;47.95;29.195999999999998;48.312;d1_1;d3_1;14.90
275;36.57;46.54;44.064;49.068000000000005;d1_3;d3_2;13.00
306;37.49;46.20;55.368;55.440000000000005;d1_0;d3_0;11.40
254;38.15;50.08;32.04;50.4;d1_2;d3_1;14.90
321;38.80;47.78;53.64;53.856;d1_0;d3_0;11.80
299;38.98;51.48;40.716;53.928000000000004;d1_1;d3_1;15.30
269;39.22;49.02;50.832;50.507999999999996;d1_3;d3_3;12.50
297;40.16;51.41;40.392;49.644;d1_2;d3_2;14.30
283;40.38;52.90;33.552;49.104000000000006;d1_3;d3_2;15.60
302;41.97;54.37;42.696;49.104000000000006;d1_1;d3_2;15.30
1;42.42;57.29;37.583999999999996;51.156000000000006;d1_2;d3_0;17.70
325;43.82;55.99;44.964;44.928000000000004;d1_1;d3_2;15.20
250;44.25;54.16;54.576;56.376000000000005;d1_3;d3_3;12.40
228;45.59;58.89;46.800000000000004;47.052;d1_1;d3_1;16.30
308;45.78;58.92;39.744;46.62;d1_2;d3_2;16.20
83;47.24;74.07;51.948;55.764;d2_0;d4_0;36.50
329;47.48;60.13;44.424;72.396;d1_4;d4_1;18.10
320;48.18;60.48;34.416000000000004;46.512;d1_2;d3_2;15.40
343;48.88;61.81;44.64;81.144;d1_4;d4_1;17.80
303;48.90;60.47;43.344;46.512;d1_1;d3_1;14.40
334;51.08;62.06;40.86;47.7;d1_2;d3_2;14.00
338;51.77;61.97;48.564;48.708;d1_3;d3_3;13.10
191;52.02;61.64;50.507999999999996;51.876000000000005;d1_1;d3_0;12.30
345;53.06;53.23;46.872;46.943999999999996;d1_2;d1_2;
359;53.34;53.51;47.844;48.168000000000006;d1_3;d1_3;
346;53.63;53.79;50.292;50.472;d1_1;d1_1;
348;54.97;55.45;35.568000000000005;38.988;d1_1;d1_1;
290;54.93;55.07;57.42;56.592000000000006;d1_2;d1_2;
260;57.11;57.46;51.516000000000005;51.264;d1_2;d1_2;
333;57.21;57.57;51.192;51.228;d1_1;d1_1;
101;58.10;76.36;40.104000000000006;44.352000000000004;d2_1;d4_0;27.90
350;58.44;59.90;27.432000000000002;31.968000000000004;d1_2;d1_2;
366;59.41;59.90;35.136;38.448;d1_1;d1_1;
323;59.97;61.52;25.308;30.419999999999998;d1_3;d1_3;
372;61.97;62.54;29.268000000000004;33.804;d1_1;d1_1;
100;62.05;80.50;30.419999999999998;52.992000000000004;d2_1;d4_1;28.20
292;62.50;62.87;49.68000000000001;47.664;d1_2;d1_2;
336;64.83;65.22;47.268;44.568000000000005;d1_1;d1_1;
337;65.11;66.95;20.664;26.208000000000002;d1_3;d1_3;
156;65.37;81.77;23.58;56.916000000000004;d2_1;d4_1;27.00
364;66.72;67.22;35.064;38.412;d1_4;d1_4;
99;68.24;83.01;33.083999999999996;60.587999999999994;d2_1;d4_1;25.80
227;68.81;69.20;48.492000000000004;45.648;d1_1;d1_1;
373;70.48;71.05;28.548;33.588;d1_4;d1_4;
395;71.14;84.24;41.292;62.1;d2_1;d4_1;24.30
342;71.54;71.88;54.252;50.976;d1_1;d1_1;
360;77.11;86.23;56.664;50.112;d2_0;d3_4;15.30
351;80.90;87.70;78.264;78.372;d2_1;d4_1;
