id;entry_time;exit_time;entry_speed;exit_speed;entry_detector;exit_detector;travel_time
32;11.33;72.10;38.556000000000004;100.656;d2_1;d4_1;67.40
104;11.58;19.26;35.172;78.3;d1_2;d3_2;10.30
67;11.71;18.64;55.943999999999996;85.212;d1_0;d3_0;9.00
66;12.21;18.87;49.608;84.42;d1_1;d3_1;8.80
190;12.90;19.89;56.664;81.828;d1_0;d3_0;9.00
143;13.22;20.86;43.164;82.83600000000001;d1_2;d3_2;9.80
196;13.31;20.99;49.212;78.192;d1_1;d3_0;9.90
124;14.15;14.85;62.315999999999995;62.315999999999995;d3_3;d3_3;11.00
73;14.72;75.40;24.192;102.852;d2_1;d4_1;68.70
186;15.10;21.45;48.276;94.86000000000001;d1_1;d3_1;8.20
128;15.23;15.43;92.916;93.06;d3_2;d3_2;9.40
114;15.67;22.16;39.276;94.176;d1_4;d3_3;8.70
211;15.63;22.50;60.156000000000006;86.436;d1_0;d3_0;8.60
131;15.74;15.84;74.088;74.124;d3_0;d3_0;7.50
146;15.95;23.25;44.928000000000004;80.568;d1_2;d3_2;9.20
197;16.25;22.60;53.964;91.692;d1_1;d3_1;8.20
148;17.25;24.36;38.628;89.13600000000001;d1_3;d3_3;9.40
111;17.59;78.49;20.664;104.03999999999999;d2_1;d4_1;69.70
227;17.53;23.88;60.40800000000001;99.324;d1_1;d3_0;8.00
235;17.69;24.20;55.044;93.348;d1_0;d3_0;8.40
121;19.59;19.68;81.9;82.944;d3_2;d3_2;8.90
225;19.70;28.55;55.044;89.748;d1_4;d4_1;12.50
224;20.70;29.14;58.464;58.68000000000001;d1_1;d3_1;10.90
217;21.43;27.46;49.968;94.5;d1_2;d3_3;8.00
242;21.97;30.73;51.768;57.384;d1_1;d3_1;11.30
152;22.89;29.28;50.4;93.88799999999999;d1_2;d3_2;8.20
240;24.22;31.12;49.968;82.368;d1_2;d3_2;9.00
239;25.31;32.72;57.996;76.716;d1_1;d3_1;9.30
253;25.92;32.56;56.412;96.408;d1_2;d3_1;8.40
0;26.03;33.37;49.212;74.124;d1_3;d3_3;9.20
260;27.08;33.41;53.352000000000004;89.064;d1_2;d3_2;8.10
255;27.26;32.86;61.524;94.932;d1_0;d3_0;7.40
278;27.50;34.11;55.007999999999996;81.18;d1_1;d3_0;8.70
276;28.31;34.75;55.007999999999996;90.828;d1_2;d3_1;8.40
281;28.60;34.91;55.332;96.98400000000001;d1_1;d3_0;8.30
193;29.03;35.64;48.816;84.852;d1_3;d3_2;8.70
286;29.45;36.16;60.443999999999996;85.716;d1_0;d3_0;8.60
236;29.50;36.10;53.136;87.084;d1_2;d3_0;8.60
215;30.05;36.90;47.952000000000005;81.86399999999999;d1_3;d3_2;8.90
210;30.35;37.18;52.092000000000006;90.53999999999999;d1_1;d3_1;8.80
50;30.56;81.52;33.624;110.34;d2_1;d4_1;57.60
279;31.14;37.68;58.53600000000001;79.524;d1_2;d3_2;8.50
1;31.99;39.71;55.188;85.176;d1_2;d3_1;9.60
272;32.00;38.51;51.984;96.912;d1_1;d3_1;8.40
271;33.23;41.23;44.532;84.63600000000001;d1_2;d3_2;10.10
288;33.32;39.64;54.792;91.224;d1_1;d3_0;8.30
294;34.19;41.23;50.292;89.028;d1_1;d3_1;9.00
282;35.52;42.93;47.052;81.792;d1_2;d3_1;9.50
299;36.00;42.63;49.212;96.372;d1_1;d3_1;8.50
275;36.52;43.00;53.568000000000005;91.62;d1_3;d3_2;8.40
302;37.15;44.22;42.696;80.892;d1_1;d3_2;9.10
306;37.50;43.82;56.916000000000004;83.088;d1_0;d3_0;8.40
269;37.71;44.07;54.288000000000004;83.628;d1_3;d3_3;8.30
254;37.97;45.19;37.224000000000004;80.712;d1_2;d3_0;9.40
321;38.75;44.83;60.696;88.596;d1_0;d3_0;8.00
297;39.28;45.78;46.908;96.98400000000001;d1_2;d3_2;8.50
191;39.78;46.43;56.412;93.564;d1_1;d3_0;8.40
283;40.19;49.18;50.4;72.288;d1_3;d3_2;11.10
303;40.78;47.48;56.772;93.78;d1_1;d3_1;8.50
292;40.84;46.97;59.760000000000005;95.4;d1_2;d3_2;7.80
325;41.93;49.78;55.476;38.88;d1_1;d3_1;10.60
290;42.11;48.90;60.660000000000004;88.884;d1_2;d3_2;8.60
250;42.41;50.53;60.98400000000001;81.036;d1_3;d3_3;9.90
308;42.67;51.56;51.083999999999996;57.744;d1_2;d3_2;11.20
228;43.10;51.34;57.312;66.63600000000001;d1_1;d3_1;10.40
333;45.45;52.95;61.163999999999994;81.036;d1_1;d3_1;9.30
320;46.59;53.61;50.904;90.9;d1_2;d3_2;8.90
336;47.44;54.33;62.244;96.588;d1_1;d3_1;8.60
329;47.59;57.96;38.376000000000005;71.028;d1_4;d4_1;15.20
83;47.99;84.57;21.528000000000002;111.24;d2_1;d4_1;44.50
343;49.24;59.74;49.5;70.70400000000001;d1_4;d4_1;15.00
342;50.17;55.95;67.75200000000001;96.22800000000001;d1_1;d3_1;7.40
334;50.98;56.93;51.804;94.644;d1_2;d3_2;7.80
341;51.36;57.14;69.624;93.24;d1_1;d3_1;7.50
338;51.72;57.71;55.116;92.772;d1_3;d3_3;7.80
346;52.89;59.20;56.34;84.24;d1_1;d3_1;8.40
345;52.92;59.63;53.892;88.452;d1_2;d3_1;8.70
359;53.09;59.47;55.080000000000005;86.03999999999999;d1_3;d3_3;8.40
348;54.84;61.26;42.480000000000004;90.25200000000001;d1_1;d3_1;8.60
350;58.15;59.09;39.636;52.236;d1_2;d1_2;5.70
366;59.26;59.66;42.443999999999996;48.204;d1_1;d1_1;5.40
323;59.62;60.58;38.556000000000004;51.156000000000006;d1_3;d1_3;6.10
101;59.84;79.93;13.14;107.28;d2_1;d4_1;28.90
372;61.77;62.22;36.288000000000004;43.164;d1_1;d1_1;5.90
337;64.48;65.51;34.236;49.68000000000001;d1_3;d1_3;6.40
364;66.60;67.00;42.732;48.708;d1_4;d1_4;
100;67.95;81.71;3.6;113.544;d2_1;d4_1;27.30
373;70.26;70.71;36.72;43.524;d1_4;d1_4;
156;73.67;85.91;12.312;102.456;d2_1;d4_1;29.40
99;78.73;87.62;12.96;92.628;d2_1;d4_1;
395;80.96;88.77;28.224;88.308;d2_1;d4_1;
360;82.27;88.29;58.464;88.884;d2_0;d3_4;12.30
351;83.81;83.94;63.03600000000001;64.00800000000001;d2_1;d2_1;
