id;entry_time;exit_time;entry_speed;exit_speed;entry_detector;exit_detector;travel_time
52;38.38;78.46;31.752000000000002;49.572;d2_1;d3_4;47.90
1185;39.17;48.95;49.212;50.868;d1_0;d3_0;12.60
1075;40.51;79.97;26.496000000000002;48.78;d2_0;d3_4;49.40
1125;42.78;52.95;34.956;50.688;d1_2;d3_2;13.40
1200;43.24;51.82;57.815999999999995;57.815999999999995;d1_1;d3_1;11.00
1037;43.33;80.88;20.232;58.715999999999994;d2_0;d4_1;48.20
1196;43.91;55.84;41.4;41.580000000000005;d1_0;d3_0;15.30
1202;45.72;55.38;51.516000000000005;51.443999999999996;d1_2;d3_1;12.40
1201;46.70;57.29;54.0;41.688;d1_0;d3_0;13.70
1199;46.99;56.90;47.808;51.083999999999996;d1_1;d3_1;12.70
1203;47.46;56.33;54.54;54.396;d1_3;d3_3;11.60
1215;48.68;58.73;55.62;46.476;d1_0;d3_0;12.90
1204;48.64;59.62;45.288000000000004;45.072;d1_1;d3_1;14.10
1209;49.49;58.70;52.308;52.956;d1_2;d3_2;12.00
1210;50.08;60.02;55.764;52.308;d1_0;d3_0;12.70
1208;51.37;61.65;47.664;48.024;d1_2;d3_2;13.20
1021;53.00;78.91;46.872;53.928000000000004;d2_1;d4_1;34.00
1213;53.04;53.41;49.212;48.996;d1_2;d1_2;
1216;54.15;54.51;50.04;50.22;d1_0;d1_0;
1212;54.56;54.93;48.456;48.636;d1_2;d1_2;
1211;55.48;77.62;22.752000000000002;42.948;d2_0;d4_1;31.80
1219;56.66;57.11;38.304;42.228;d1_1;d1_1;
1223;57.62;58.04;40.86;43.74;d1_0;d1_0;
1226;57.68;57.86;45.792;45.72;d1_2;d1_2;
1236;59.04;59.23;42.012;42.66;d1_0;d1_0;
1218;59.03;59.54;34.704;36.684;d1_2;d1_2;
1183;59.82;60.00;42.732;44.1;d1_4;d1_4;
1230;60.23;60.51;26.424;29.376;d1_1;d1_1;
1034;60.79;81.58;18.791999999999998;50.544;d2_0;d3_4;28.60
1126;60.99;62.67;23.003999999999998;28.044;d1_3;d1_3;10.30
1228;61.80;62.03;33.228;35.748;d1_1;d1_1;
1222;61.74;62.54;19.872;25.128000000000004;d1_2;d1_2;
1232;63.33;63.86;32.25600000000001;35.748;d1_1;d1_1;
1229;64.65;65.17;32.507999999999996;34.848;d1_1;d1_1;
1175;65.38;67.16;21.492;27.108;d1_2;d1_2;
1237;66.71;67.27;30.456000000000003;33.84;d1_0;d1_0;
1239;66.93;67.12;41.832;44.964;d1_1;d1_1;
1055;67.40;83.01;13.068;49.212;d2_0;d3_4;25.40
49;69.46;69.65;39.708;43.596;d1_0;d1_0;
1197;72.96;73.63;24.444;29.376;d1_4;d1_4;12.20
1094;74.42;85.20;43.92;50.904;d2_0;d3_4;18.80
1255;85.73;85.89;49.32;51.228;d1_0;d1_0;
