id;entry_time;exit_time;entry_speed;exit_speed;entry_detector;exit_detector;travel_time
680;0.10;9.76;2.8800000000000003;90.36000000000001;d1_2;d3_2;10.90
688;0.10;11.48;7.488;88.884;d1_4;d4_1;14.40
437;0.96;1.50;29.448;37.080000000000005;d4_1;d4_1;6.00
685;1.46;71.90;14.868;73.8;d2_0;d4_0;75.60
592;1.69;73.53;15.912;71.964;d2_1;d4_0;77.40
687;2.28;10.81;16.740000000000002;89.13600000000001;d1_2;d3_2;10.90
677;2.74;2.90;49.716;50.688;d3_0;d3_0;4.80
447;3.05;3.43;45.18000000000001;51.192;d4_1;d4_1;7.60
567;3.11;69.15;25.884;94.824;d2_0;d4_0;72.00
458;4.29;4.61;53.676;58.824;d4_1;d4_1;8.50
641;4.43;11.27;42.443999999999996;80.928;d1_1;d3_1;9.10
472;4.45;4.75;57.924;61.38;d4_1;d4_1;8.50
54;4.84;74.56;33.732;73.368;d2_0;d3_4;75.80
704;4.82;78.07;22.284000000000002;80.496;d2_1;d4_1;78.40
695;5.08;12.19;31.14;90.61200000000001;d1_2;d3_2;10.10
466;5.53;5.81;63.324;66.024;d4_1;d4_1;9.40
715;5.72;11.84;57.815999999999995;98.424;d1_0;d3_0;7.90
518;6.05;6.33;64.476;67.788;d4_1;d4_1;9.80
672;6.37;13.41;45.144;87.048;d1_1;d3_1;9.20
79;6.43;6.63;87.408;87.876;d3_2;d3_2;7.80
674;6.57;6.75;98.964;98.568;d3_1;d3_1;7.80
801;6.86;13.17;60.587999999999994;84.348;d1_0;d3_0;8.30
667;7.09;15.77;36.324;62.82;d1_3;d3_3;11.20
590;7.04;7.30;67.35600000000001;70.92;d4_1;d4_1;9.30
664;7.24;7.48;73.98;74.52;d3_0;d3_0;8.90
662;7.41;7.63;80.46000000000001;80.53200000000001;d3_2;d3_2;8.80
630;7.76;7.96;89.172;89.20800000000001;d3_1;d3_1;9.10
762;7.97;14.51;51.912;81.756;d1_0;d3_0;8.70
766;8.09;8.18;87.156;87.264;d3_3;d3_3;8.30
678;8.52;8.73;85.608;88.308;d3_2;d3_2;9.80
679;8.56;79.71;27.684;85.788;d2_0;d4_0;80.40
690;8.60;8.85;70.992;71.496;d3_0;d3_0;10.10
646;9.42;9.63;87.084;89.85600000000001;d4_1;d4_1;12.50
675;10.11;10.32;86.18400000000001;88.776;d3_0;d3_0;9.00
773;10.83;17.03;50.544;90.432;d1_1;d3_1;8.20
813;11.33;18.09;53.856;81.36000000000001;d1_2;d3_3;8.80
736;12.07;19.49;36.576;79.488;d1_3;d3_3;9.90
696;12.20;76.13;21.6;79.128;d2_0;d3_4;72.50
692;12.78;19.90;43.812;79.308;d1_2;d3_1;9.10
683;13.88;13.99;72.828;73.26;d4_1;d4_1;15.70
778;14.84;20.75;51.12;96.94800000000001;d1_0;d3_0;7.80
676;14.98;15.21;76.03200000000001;78.48;d4_1;d4_1;14.80
786;15.10;21.62;47.808;92.44800000000001;d1_1;d3_1;8.50
706;15.32;79.47;18.144000000000002;83.736;d2_0;d3_4;72.00
743;15.64;22.07;41.76;93.816;d1_3;d3_3;8.60
724;15.77;22.04;44.028000000000006;99.25200000000001;d1_2;d3_2;8.30
512;16.74;17.14;42.336;47.664;d4_1;d4_1;6.70
789;17.20;23.94;41.580000000000005;95.256;d1_3;d3_3;8.80
867;17.39;23.61;66.276;79.128;d1_0;d3_0;8.20
792;17.47;23.58;48.06;93.276;d1_1;d3_1;8.10
603;17.99;79.86;17.676000000000002;96.66000000000001;d2_1;d4_1;72.80
765;18.38;24.61;43.704;94.824;d1_2;d3_2;8.30
826;18.67;24.85;48.168000000000006;93.96000000000001;d1_1;d3_1;8.20
758;20.00;26.21;42.876000000000005;96.696;d1_3;d3_3;8.30
797;20.51;26.62;47.052;96.372;d1_2;d3_1;8.10
822;21.35;27.49;46.007999999999996;93.132;d1_0;d3_0;8.20
831;21.44;27.64;48.42;91.584;d1_1;d3_1;8.10
817;21.58;30.62;49.896;89.244;d1_4;d4_1;12.80
770;21.65;28.23;39.78;90.53999999999999;d1_3;d3_3;8.80
795;22.45;28.50;48.78;94.968;d1_2;d3_2;8.00
852;23.20;29.56;52.452000000000005;97.956;d1_1;d3_1;8.20
722;23.52;70.61;6.192;72.468;d2_0;d4_0;61.80
806;25.04;31.01;48.78;98.892;d1_2;d3_2;7.90
859;25.01;31.05;51.984;95.688;d1_1;d3_1;7.90
837;25.39;34.27;49.572;90.936;d1_4;d4_1;12.60
781;25.36;31.73;44.244;89.028;d1_3;d3_3;8.50
865;26.01;32.34;50.148;93.456;d1_0;d3_0;8.40
870;26.26;32.98;45.648;91.368;d1_2;d3_2;8.80
700;26.86;81.60;14.796000000000001;102.132;d2_0;d4_0;65.30
835;26.84;33.39;46.296;98.64;d1_3;d3_2;8.60
874;27.19;33.54;52.308;88.452;d1_0;d3_0;8.20
884;27.95;34.10;52.236;98.928;d1_1;d3_1;8.10
880;28.03;34.76;46.440000000000005;87.048;d1_3;d3_2;8.90
841;28.27;35.84;37.728;81.396;d1_2;d3_2;9.80
875;28.82;35.35;48.888;88.308;d1_0;d3_0;8.60
833;28.90;35.51;44.532;99.396;d1_3;d3_3;8.60
885;29.45;36.32;58.608000000000004;72.18;d1_1;d3_1;9.10
864;29.98;36.55;44.892;94.284;d1_3;d3_3;8.50
855;30.02;37.72;36.576;90.072;d1_2;d3_2;10.00
650;30.44;84.93;8.208;111.42;d2_0;d4_0;60.20
881;30.67;38.50;51.912;76.75200000000001;d1_1;d3_1;9.90
914;31.04;36.95;61.524;91.83600000000001;d1_0;d3_0;7.80
860;31.14;38.25;41.688;82.368;d1_3;d3_3;9.40
883;32.15;39.04;45.252;91.044;d1_2;d3_2;9.00
871;32.28;39.52;44.748;78.51599999999999;d1_3;d3_3;9.30
901;32.87;39.97;59.580000000000005;86.22;d1_1;d3_1;8.90
895;33.29;40.65;46.583999999999996;87.768;d1_2;d3_3;9.40
971;33.83;44.62;25.992;75.20400000000001;d1_4;d4_1;16.30
910;34.64;41.37;45.684;96.372;d1_2;d3_1;8.80
908;34.77;41.39;51.192;93.16799999999999;d1_1;d3_1;8.50
777;36.38;82.19;26.1;107.28;d2_1;d4_1;54.00
869;36.55;43.39;51.696;79.81200000000001;d1_1;d3_0;8.90
913;36.88;44.45;33.12;77.436;d1_0;d3_0;10.30
728;37.28;88.70;7.920000000000001;69.372;d2_0;d3_0;
827;37.43;44.66;50.652;76.03200000000001;d1_1;d3_0;9.30
894;37.88;44.28;46.908;88.02;d1_3;d3_3;8.50
921;38.00;44.49;48.816;96.01200000000001;d1_2;d3_2;8.50
918;38.82;45.90;51.048;87.192;d1_1;d3_1;9.00
926;39.10;45.63;48.996;88.416;d1_2;d3_2;8.60
903;39.30;46.26;45.972;83.772;d1_0;d3_0;9.20
902;39.58;49.87;39.6;70.848;d1_4;d4_1;15.10
941;39.92;47.37;48.672;77.868;d1_1;d3_0;9.70
920;40.14;47.22;47.124;90.432;d1_2;d3_1;9.20
911;41.02;48.64;48.924;81.036;d1_1;d3_0;9.80
843;41.39;49.32;41.076;71.964;d1_2;d3_1;10.40
915;41.81;52.26;39.672;72.828;d1_4;d4_1;15.20
887;42.88;50.76;46.943999999999996;69.264;d1_2;d3_1;10.10
937;43.19;49.90;47.844;82.296;d1_3;d3_3;8.90
924;43.93;51.01;61.848;73.224;d1_0;d3_0;9.10
930;44.14;50.93;45.108;97.236;d1_2;d3_2;8.80
928;45.52;52.28;48.888;82.40400000000001;d1_2;d3_1;8.90
947;45.75;52.55;52.344;95.22;d1_1;d3_1;8.60
602;46.25;89.74;2.4120000000000004;119.44800000000001;d2_0;d4_0;
944;46.37;53.36;45.36;95.4;d1_2;d3_2;8.90
952;47.17;53.84;50.976;87.732;d1_1;d3_1;8.70
906;47.63;54.42;49.428000000000004;96.156;d1_2;d3_2;8.70
968;47.91;55.09;37.764;94.176;d1_3;d3_3;9.30
951;48.09;55.05;50.04;83.052;d1_1;d3_1;8.90
964;48.38;53.93;67.464;96.804;d1_0;d3_0;7.30
931;48.63;55.51;49.752;89.604;d1_2;d3_2;8.90
956;49.36;56.26;52.019999999999996;86.868;d1_1;d3_1;8.90
961;49.79;56.80;48.852000000000004;88.632;d1_2;d3_2;9.10
973;49.81;59.58;46.62;73.00800000000001;d1_4;d4_1;14.30
929;50.65;57.80;46.62;89.85600000000001;d1_2;d3_1;9.20
960;51.20;57.00;53.532;97.308;d1_0;d3_0;7.70
978;51.89;59.00;54.75600000000001;86.03999999999999;d1_1;d3_1;9.10
923;52.46;59.38;41.976;82.8;d1_2;d3_2;9.10
953;52.98;53.37;43.452000000000005;48.816;d1_3;d1_3;5.20
969;53.60;53.99;43.164;48.564;d1_1;d1_1;5.50
940;54.27;60.77;57.168000000000006;83.48400000000001;d1_2;d3_2;8.30
942;55.23;55.62;43.776;49.716;d1_2;d1_2;5.80
980;55.53;55.73;37.26;38.628;d1_1;d1_1;6.50
977;55.80;56.18;43.956;49.536;d1_0;d1_0;5.20
974;56.65;57.08;38.268;44.244;d1_2;d1_2;5.90
991;58.91;59.09;43.56;44.64;d1_3;d1_3;5.80
965;59.50;59.98;32.940000000000005;39.96;d1_4;d1_4;6.30
985;59.53;60.02;33.948;40.716;d1_2;d1_2;6.30
989;60.48;73.59;39.492000000000004;55.583999999999996;d1_0;d3_0;16.00
986;60.58;61.00;39.024;45.792;d1_1;d1_1;5.70
966;61.48;61.93;35.748;42.300000000000004;d1_3;d1_3;5.90
993;61.57;61.77;37.476;38.88;d1_0;d1_0;6.50
950;64.51;65.01;33.156000000000006;39.96;d1_3;d1_3;6.50
988;67.84;68.30;33.624;39.132;d1_3;d1_3;6.40
698;73.48;73.75;27.108;30.204000000000004;d1_4;d1_4;7.80
889;81.11;81.58;14.472;18.900000000000002;d2_0;d2_0;
752;83.35;84.13;19.404;28.224;d2_0;d2_0;
1000;85.59;86.35;22.788;24.3;d2_0;d2_0;
963;86.84;87.43;28.836;32.616;d2_0;d2_0;
1057;88.26;88.43;46.440000000000005;48.528000000000006;d1_1;d1_1;
