id;class;length;entry_time;exit_time;entry_detector;exit_detector;entry_speed;exit_speed;d_from_road_start; 
801;Motorcycle;2.5;6.2;12.6;d1_0;d3_0;53.9;49.8;0.0; 
762;Motorcycle;2.5;7.2;14.6;d1_0;d3_0;45.0;40.8;0.0; 
706;Car;5.0;8.6;61.8;d2_1;d3_4;16.1;13.0;0.0; 
603;Car;5.0;9.8;88.0;d2_0;d4_1;19.7;0.0;0.0; 
773;Taxi;5.0;10.0;18.4;d1_1;d3_1;38.1;42.3;0.0; 
813;Motorcycle;2.5;10.6;17.2;d1_2;d3_3;46.9;51.0;0.0; 
736;Taxi;5.0;10.8;23.2;d1_3;d3_3;19.5;33.7;0.0; 
692;Bus;12.5;11.8;22.2;d1_2;d3_1;29.8;32.8;0.0; 
722;Motorcycle;2.5;12.6;82.0;d2_0;d4_0;14.6;15.8;0.0; 
778;Taxi;5.0;14.0;22.8;d1_0;d3_0;37.3;27.1;0.0; 
786;Car;5.0;14.2;24.0;d1_1;d3_1;34.2;33.4;0.0; 
743;Taxi;5.0;14.6;25.4;d1_3;d3_3;27.5;36.1;0.0; 
724;Car;5.0;14.8;24.2;d1_2;d3_2;30.4;35.0;0.0; 
789;Taxi;5.0;16.2;27.2;d1_3;d3_3;28.5;33.7;0.0; 
792;Car;5.0;16.6;25.8;d1_1;d3_1;35.6;32.8;0.0; 
867;Motorcycle;2.5;16.8;24.0;d1_0;d3_0;61.0;23.0;0.0; 
765;Car;5.0;17.4;27.2;d1_2;d3_2;29.9;36.1;0.0; 
826;Car;5.0;17.8;27.2;d1_1;d3_1;35.8;32.3;0.0; 
758;Car;5.0;19.0;29.4;d1_3;d3_3;28.3;34.0;0.0; 
700;Car;5.0;19.0;88.0;d2_1;d4_0;17.9;1.4;0.0; 
797;Car;5.0;19.6;29.4;d1_2;d3_1;32.9;37.7;0.0; 
822;Car;5.0;20.4;33.4;d1_0;d3_0;32.4;19.3;0.0; 
770;Taxi;5.0;20.6;31.0;d1_3;d3_3;27.9;34.6;0.0; 
831;Car;5.0;20.6;28.4;d1_1;d3_1;42.2;40.6;0.0; 
817;Car;5.0;20.8;88.0;d1_4;d4_1;38.9;0.0;0.0; 
795;Car;5.0;21.6;30.6;d1_2;d3_2;36.7;42.0;0.0; 
852;Taxi;5.0;22.4;30.8;d1_1;d3_1;40.3;37.0;0.0; 
806;Car;5.0;24.2;33.0;d1_2;d3_2;36.9;37.6;0.0; 
859;Car;5.0;24.2;32.2;d1_1;d3_1;39.4;38.5;0.0; 
781;Car;5.0;24.4;34.6;d1_3;d3_3;30.2;33.2;0.0; 
837;Car;5.0;24.6;88.0;d1_4;d4_1;37.8;0.0;0.0; 
865;Motorcycle;2.5;25.2;34.2;d1_0;d3_0;42.8;27.0;0.0; 
870;Motorcycle;2.5;25.4;33.6;d1_2;d3_2;38.5;40.5;0.0; 
835;Motorcycle;2.5;26.0;35.0;d1_3;d3_2;38.4;37.0;0.0; 
874;Car;5.0;26.4;35.2;d1_0;d3_0;42.1;28.3;0.0; 
880;Motorcycle;2.5;26.6;34.4;d1_3;d3_2;40.6;46.9;0.0; 
841;Car;5.0;27.2;37.6;d1_2;d3_2;28.8;35.2;0.0; 
884;Motorcycle;2.5;27.2;34.2;d1_1;d3_1;45.5;43.6;0.0; 
885;Motorcycle;2.5;27.2;33.2;d1_1;d3_1;54.3;53.2;0.0; 
728;Taxi;5.0;27.2;88.0;d2_1;d3_0;13.0;0.7;0.0; 
833;Car;5.0;27.6;36.6;d1_3;d3_3;35.7;34.9;0.0; 
875;Motorcycle;2.5;28.0;36.4;d1_0;d3_0;42.3;32.7;0.0; 
855;Taxi;5.0;28.6;39.0;d1_2;d3_2;29.3;34.9;0.0; 
864;Car;5.0;28.8;38.0;d1_3;d3_3;35.4;34.5;0.0; 
881;Taxi;5.0;29.4;36.4;d1_1;d3_1;44.8;44.9;0.0; 
602;Taxi;5.0;29.4;88.0;d2_0;d4_0;9.7;0.0;0.0; 
860;Motorcycle;2.5;29.8;38.8;d1_3;d3_3;35.5;34.6;0.0; 
914;Motorcycle;2.5;30.4;37.0;d1_0;d3_0;55.0;41.4;0.0; 
777;Taxi;5.0;30.8;88.0;d2_1;d4_1;6.4;2.6;0.0; 
883;Car;5.0;31.2;41.4;d1_2;d3_2;31.1;35.7;0.0; 
871;Car;5.0;31.4;40.2;d1_3;d3_3;35.3;34.8;0.0; 
971;Motorcycle;2.5;32.0;49.4;d1_4;d4_1;12.0;17.6;0.0; 
901;Car;5.0;32.2;38.4;d1_1;d3_1;50.4;50.8;0.0; 
895;Car;5.0;32.4;41.8;d1_2;d3_3;33.9;36.3;0.0; 
910;Motorcycle;2.5;33.2;40.2;d1_2;d3_1;44.1;46.9;0.0; 
908;Car;5.0;34.0;41.2;d1_1;d3_1;44.3;46.3;0.0; 
869;Taxi;5.0;35.0;41.2;d1_1;d3_0;46.1;55.2;0.0; 
913;Motorcycle;2.5;35.6;88.0;d1_0;d3_0;23.9;0.0;0.0; 
827;Car;5.0;36.6;43.4;d1_1;d3_0;38.5;52.3;0.0; 
894;Taxi;5.0;37.0;46.0;d1_3;d3_3;33.8;38.9;0.0; 
889;Motorcycle;2.5;37.0;88.0;d2_0;d4_0;16.0;9.5;0.0; 
921;Motorcycle;2.5;37.2;44.8;d1_2;d3_2;42.0;41.4;0.0; 
918;Car;5.0;38.0;46.0;d1_1;d3_1;38.3;42.7;0.0; 
926;Motorcycle;2.5;38.0;45.4;d1_2;d3_2;42.0;41.1;0.0; 
928;Motorcycle;2.5;38.2;45.4;d1_2;d3_1;42.3;51.5;0.0; 
903;Motorcycle;2.5;38.4;45.6;d1_0;d3_0;38.5;48.9;0.0; 
902;Motorcycle;2.5;38.6;58.0;d1_4;d4_1;30.3;18.7;0.0; 
930;Motorcycle;2.5;38.6;46.0;d1_2;d3_2;40.7;48.2;0.0; 
941;Motorcycle;2.5;39.0;46.2;d1_1;d3_0;41.4;48.4;0.0; 
920;Motorcycle;2.5;39.2;46.8;d1_2;d3_1;39.1;45.6;0.0; 
843;Taxi;5.0;39.4;48.2;d1_2;d3_1;32.9;41.3;0.0; 
911;Motorcycle;2.5;39.6;46.6;d1_1;d3_0;41.4;49.8;0.0; 
915;Motorcycle;2.5;40.8;59.6;d1_4;d4_1;30.3;18.1;0.0; 
887;Car;5.0;42.0;50.4;d1_2;d3_1;34.8;40.9;0.0; 
924;Medium;5.83;42.0;48.6;d1_0;d3_0;57.8;35.5;0.0; 
937;Motorcycle;2.5;42.4;49.0;d1_3;d3_3;42.1;51.8;0.0; 
944;Car;5.0;45.0;53.0;d1_2;d3_2;37.0;44.0;0.0; 
947;Car;5.0;45.0;52.0;d1_1;d3_1;45.2;45.6;0.0; 
952;Motorcycle;2.5;46.4;53.4;d1_1;d3_1;44.5;47.5;0.0; 
906;Car;5.0;46.8;55.2;d1_2;d3_2;37.7;37.4;0.0; 
968;Heavy;12.5;46.8;59.4;d1_3;d3_3;26.5;22.0;0.0; 
951;Car;5.0;47.0;54.2;d1_1;d3_1;44.1;46.4;0.0; 
956;Motorcycle;2.5;47.6;54.2;d1_1;d3_1;46.7;52.2;0.0; 
931;Car;5.0;47.8;56.2;d1_2;d3_2;37.5;36.4;0.0; 
964;Motorcycle;2.5;47.8;53.0;d1_0;d3_0;62.6;56.2;0.0; 
961;Motorcycle;2.5;48.0;54.4;d1_2;d3_2;43.2;53.6;0.0; 
923;Taxi;5.0;49.0;57.4;d1_2;d3_2;35.0;35.4;0.0; 
973;Motorcycle;2.5;49.0;64.8;d1_4;d4_1;39.1;22.1;0.0; 
929;Car;5.0;49.8;56.6;d1_2;d3_1;39.7;51.5;0.0; 
960;Car;5.0;50.4;58.2;d1_0;d3_0;40.6;41.7;0.0; 
978;Motorcycle;2.5;51.2;57.2;d1_1;d3_1;51.2;52.0;0.0; 
940;Car;5.0;51.8;58.8;d1_2;d3_2;50.4;40.7;0.0; 
953;Car;5.0;52.0;88.0;d1_3;d1_3;29.1;3.6;0.0; 
969;Car;5.0;52.6;88.0;d1_1;d1_1;30.4;5.9;0.0; 
942;Taxi;5.0;53.8;88.0;d1_2;d1_2;27.2;5.2;0.0; 
980;Motorcycle;2.5;54.4;88.0;d1_1;d1_1;28.1;13.5;0.0; 
977;Car;5.0;54.8;88.0;d1_0;d1_0;29.3;7.3;0.0; 
974;Car;5.0;55.4;88.0;d1_2;d1_2;19.2;0.7;0.0; 
965;Taxi;5.0;58.0;88.0;d1_4;d1_4;11.4;0.0;0.0; 
985;Taxi;5.0;58.0;88.0;d1_2;d1_2;13.3;0.0;0.0; 
991;Motorcycle;2.5;58.0;88.0;d1_3;d1_3;34.3;12.4;0.0; 
752;Taxi;5.0;58.2;84.8;d2_1;d3_4;10.9;27.5;0.0; 
986;Car;5.0;59.4;88.0;d1_1;d1_1;22.8;2.5;0.0; 
989;Motorcycle;2.5;59.4;88.0;d1_0;d3_0;29.5;34.7;0.0; 
993;Motorcycle;2.5;60.0;88.0;d1_0;d1_1;27.2;13.3;0.0; 
966;Car;5.0;60.2;88.0;d1_3;d1_3;18.8;0.3;0.0; 
950;Taxi;5.0;63.0;88.0;d1_3;d1_4;13.9;5.6;0.0; 
963;Car;5.0;63.4;88.0;d2_0;d2_0;4.6;0.0;0.0; 
1000;Taxi;5.0;64.2;88.0;d2_1;d3_4;3.7;22.3;0.0; 
988;Car;5.0;66.2;88.0;d1_3;d1_4;9.6;3.0;0.0; 
698;Motorcycle;2.5;71.6;88.0;d1_4;d1_4;10.1;0.2;0.0; 
981;Taxi;5.0;82.4;88.0;d2_0;d2_0;26.4;6.9;0.0; 
1057;Motorcycle;2.5;87.4;88.0;d1_1;d1_1;38.3;37.7;0.0; 
