id;class;length;entry_time;exit_time;entry_detector;exit_detector;entry_speed;exit_speed;d_from_road_start; 
433;Car;5.0;6.2;13.0;d1_0;d3_0;44.8;46.4;0.0; 
326;Medium;5.83;6.8;78.0;d2_1;d3_4;18.4;14.0;0.0; 
357;Heavy;12.5;8.0;22.8;d1_3;d3_3;22.3;24.3;0.0; 
445;Car;5.0;8.2;14.8;d1_1;d3_0;47.6;47.2;0.0; 
379;Car;5.0;8.6;16.8;d1_2;d3_2;37.4;38.4;0.0; 
443;Car;5.0;9.2;16.4;d1_0;d3_0;44.2;42.8;0.0; 
375;Car;5.0;9.6;88.6;d2_1;d4_1;16.9;18.8;0.0; 
473;Motorcycle;2.5;10.0;15.8;d1_1;d3_0;55.7;54.8;0.0; 
367;Car;5.0;10.6;25.4;d1_3;d3_3;23.1;25.8;0.0; 
439;Car;5.0;10.6;18.6;d1_2;d3_1;35.4;45.2;0.0; 
448;Car;5.0;10.6;18.0;d1_0;d3_0;43.0;42.3;0.0; 
480;Motorcycle;2.5;11.2;18.8;d1_3;d3_2;36.9;47.1;0.0; 
450;Car;5.0;12.2;19.2;d1_1;d3_0;44.0;44.6;0.0; 
431;Car;5.0;13.2;23.2;d1_3;d3_2;26.3;44.7;0.0; 
459;Car;5.0;13.6;22.6;d1_0;d3_0;35.6;35.9;0.0; 
463;Taxi;5.0;14.0;21.2;d1_1;d3_1;38.8;49.0;0.0; 
527;Motorcycle;2.5;14.4;19.4;d1_2;d3_2;61.8;64.7;0.0; 
440;Car;5.0;14.6;33.0;d1_4;d4_1;30.5;32.4;0.0; 
501;Car;5.0;15.0;22.2;d1_1;d3_1;40.5;50.4;0.0; 
534;Motorcycle;2.5;15.2;20.6;d1_2;d3_2;57.7;59.7;0.0; 
488;Car;5.0;16.0;35.0;d1_4;d4_1;30.0;31.0;0.0; 
508;Car;5.0;16.0;23.0;d1_0;d3_0;46.8;46.0;0.0; 
471;Car;5.0;16.6;25.6;d1_2;d3_2;37.1;38.7;0.0; 
487;Car;5.0;17.8;37.4;d1_4;d4_1;28.3;26.6;0.0; 
510;Car;5.0;18.0;25.8;d1_0;d3_0;43.2;39.9;0.0; 
522;Car;5.0;18.4;24.2;d1_1;d3_1;54.6;55.2;0.0; 
542;Motorcycle;2.5;19.6;25.8;d1_1;d3_1;51.0;54.4;0.0; 
496;Medium;5.83;19.8;28.8;d1_2;d3_2;34.6;38.6;0.0; 
438;Medium;5.83;20.0;83.0;d2_0;d4_0;17.3;17.8;0.0; 
553;Motorcycle;2.5;20.4;26.2;d1_0;d3_0;52.7;55.6;0.0; 
474;Bus;12.5;20.6;29.6;d1_3;d3_3;31.8;38.5;0.0; 
538;Car;5.0;21.6;28.0;d1_0;d3_0;50.3;47.5;0.0; 
517;Car;5.0;22.2;29.2;d1_2;d3_1;41.0;49.0;0.0; 
560;Motorcycle;2.5;22.4;28.4;d1_1;d3_1;52.1;55.4;0.0; 
441;Taxi;5.0;22.8;85.0;d2_0;d4_1;14.2;22.7;0.0; 
525;Taxi;5.0;23.2;29.8;d1_2;d3_1;45.9;46.8;0.0; 
493;Car;5.0;23.6;32.2;d1_3;d3_3;36.3;39.0;0.0; 
486;Motorcycle;2.5;23.8;36.4;d1_4;d3_3;25.7;26.7;0.0; 
502;Motorcycle;2.5;25.6;32.6;d1_2;d3_1;43.1;47.4;0.0; 
492;Car;5.0;25.8;32.4;d1_0;d3_0;49.2;48.2;0.0; 
513;Taxi;5.0;25.8;40.0;d1_4;d4_1;28.5;33.6;0.0; 
503;Car;5.0;27.8;34.6;d1_2;d3_1;47.6;46.0;0.0; 
559;Heavy;12.5;28.6;36.6;d1_1;d3_1;39.4;40.4;0.0; 
437;Medium;5.83;29.0;90.0;d2_1;d4_1;11.2;14.4;0.0; 
573;Car;5.0;30.2;38.0;d1_1;d3_1;40.4;42.1;0.0; 
582;Car;5.0;30.6;36.4;d1_0;d3_0;53.0;54.4;0.0; 
556;Car;5.0;31.0;42.2;d1_3;d3_3;27.7;32.8;0.0; 
588;Car;5.0;31.8;37.8;d1_0;d3_0;52.8;56.3;0.0; 
447;Taxi;5.0;31.8;90.0;d2_0;d4_1;7.7;12.2;0.0; 
568;Car;5.0;32.2;39.0;d1_2;d3_2;42.1;51.9;0.0; 
520;Taxi;5.0;33.4;40.2;d1_2;d3_2;42.3;48.8;0.0; 
589;Car;5.0;33.4;39.4;d1_0;d3_0;52.9;57.0;0.0; 
547;Motorcycle;2.5;34.8;43.0;d1_3;d3_2;36.7;42.1;0.0; 
554;Motorcycle;2.5;35.4;41.0;d1_1;d3_1;54.7;56.8;0.0; 
601;Taxi;5.0;35.8;43.2;d1_3;d3_2;36.4;51.7;0.0; 
580;Car;5.0;36.2;45.6;d1_2;d3_2;31.8;38.8;0.0; 
597;Car;5.0;36.6;43.6;d1_1;d3_1;43.0;49.0;0.0; 
549;Motorcycle;2.5;36.8;44.0;d1_3;d3_2;40.7;52.1;0.0; 
593;Car;5.0;37.6;46.6;d1_2;d3_1;31.9;43.3;0.0; 
607;Car;5.0;37.6;42.8;d1_0;d3_0;53.6;68.4;0.0; 
600;Motorcycle;2.5;38.2;45.2;d1_1;d3_1;42.1;49.4;0.0; 
625;Motorcycle;2.5;38.2;43.4;d1_0;d3_0;56.0;64.0;0.0; 
530;Car;5.0;38.8;48.0;d1_2;d3_1;32.9;41.2;0.0; 
605;Motorcycle;2.5;39.4;46.4;d1_3;d3_3;42.8;46.8;0.0; 
633;Motorcycle;2.5;39.8;45.6;d1_1;d3_1;52.8;55.9;0.0; 
612;Motorcycle;2.5;40.0;47.6;d1_1;d3_1;40.7;42.7;0.0; 
458;Car;5.0;40.0;90.0;d2_0;d4_1;6.1;10.0;0.0; 
609;Car;5.0;40.4;50.0;d1_2;d3_2;30.6;39.0;0.0; 
620;Car;5.0;41.2;48.8;d1_1;d3_1;42.0;42.3;0.0; 
621;Car;5.0;41.6;51.2;d1_2;d3_3;32.6;40.9;0.0; 
39;Medium;5.83;41.8;82.0;d2_1;d3_4;9.3;13.0;0.0; 
618;Motorcycle;2.5;42.8;48.6;d1_0;d3_0;53.9;57.2;0.0; 
624;Motorcycle;2.5;42.8;53.0;d1_3;d3_2;33.5;38.9;0.0; 
626;Taxi;5.0;43.0;50.8;d1_1;d3_1;41.7;41.7;0.0; 
598;Motorcycle;2.5;43.4;49.6;d1_3;d3_1;44.7;58.0;0.0; 
637;Car;5.0;43.8;52.0;d1_2;d3_1;38.3;40.6;0.0; 
634;Car;5.0;44.8;53.0;d1_1;d3_1;38.1;42.0;0.0; 
561;Motorcycle;2.5;45.4;52.8;d1_3;d3_3;42.0;47.9;0.0; 
640;Car;5.0;46.0;51.6;d1_1;d3_0;54.9;56.8;0.0; 
627;Car;5.0;46.2;65.4;d1_4;d4_1;21.9;25.9;0.0; 
644;Motorcycle;2.5;46.8;54.4;d1_2;d3_2;41.3;42.2;0.0; 
512;Car;5.0;47.6;90.0;d2_1;d4_1;12.2;13.8;0.0; 
543;Car;5.0;48.2;55.8;d1_2;d3_2;43.0;41.0;0.0; 
642;Car;5.0;48.4;55.6;d1_1;d3_1;43.8;45.3;0.0; 
646;Car;5.0;50.2;90.0;d1_4;d1_4;26.7;9.3;0.0; 
648;Car;5.0;50.2;56.2;d1_0;d3_0;51.7;53.7;0.0; 
611;Car;5.0;50.8;57.4;d1_2;d3_1;47.5;50.1;0.0; 
652;Car;5.0;51.0;57.2;d1_0;d3_0;49.5;52.6;0.0; 
664;Taxi;5.0;52.8;90.0;d1_0;d1_0;33.9;13.7;0.0; 
563;Motorcycle;2.5;53.0;77.2;d2_0;d4_0;13.4;30.8;0.0; 
662;Car;5.0;53.4;90.0;d1_2;d1_2;28.5;15.9;0.0; 
682;Motorcycle;2.5;54.8;78.2;d2_1;d3_4;16.7;17.7;0.0; 
674;Car;5.0;55.0;90.0;d1_1;d1_1;32.1;14.5;0.0; 
675;Car;5.0;56.8;90.0;d1_0;d1_0;22.8;11.2;0.0; 
676;Car;5.0;57.2;90.0;d1_4;d1_4;19.9;11.2;0.0; 
678;Car;5.0;58.2;90.0;d1_2;d1_2;32.2;11.3;0.0; 
630;Car;5.0;58.4;90.0;d1_1;d1_1;18.0;6.1;0.0; 
688;Car;5.0;59.8;90.0;d1_3;d1_4;13.4;6.0;0.0; 
680;Car;5.0;61.2;90.0;d1_2;d1_2;18.7;1.2;0.0; 
551;Heavy;12.5;62.4;89.6;d2_1;d3_4;7.8;20.5;0.0; 
79;Taxi;5.0;63.0;90.0;d1_3;d1_3;11.5;18.5;0.0; 
687;Car;5.0;63.0;90.0;d1_2;d1_2;12.1;0.1;0.0; 
677;Motorcycle;2.5;68.0;90.0;d1_0;d3_0;19.0;25.3;0.0; 
472;Car;5.0;68.0;90.0;d2_0;d4_0;15.1;7.0;0.0; 
466;Car;5.0;70.6;90.0;d2_0;d4_1;17.1;6.6;0.0; 
690;Car;5.0;70.8;90.0;d1_0;d1_0;15.1;5.9;0.0; 
590;Medium;5.83;71.6;90.0;d2_1;d4_1;17.0;6.0;0.0; 
518;Medium;5.83;74.0;90.0;d2_0;d4_0;27.0;3.3;0.0; 
732;Motorcycle;2.5;75.2;90.0;d2_0;d3_4;29.6;28.1;0.0; 
704;Heavy;12.5;75.4;90.0;d2_1;d2_1;18.3;0.0;0.0; 
650;Taxi;5.0;77.2;90.0;d2_0;d2_0;21.1;0.0;0.0; 
592;Motorcycle;2.5;77.8;90.0;d2_1;d2_1;21.0;2.2;0.0; 
685;Motorcycle;2.5;78.8;90.0;d2_0;d2_0;26.4;0.0;0.0; 
567;Car;5.0;80.6;90.0;d2_0;d2_0;27.0;2.3;0.0; 
54;Car;5.0;83.2;90.0;d2_1;d2_1;17.8;6.5;0.0; 
683;Motorcycle;2.5;88.0;90.0;d1_4;d1_4;24.3;21.0;0.0; 
766;Motorcycle;2.5;88.0;90.0;d1_3;d1_3;35.8;34.5;0.0; 
