id;class;length;entry_time;exit_time;entry_detector;exit_detector;entry_speed;exit_speed;d_from_road_start; 
156;Medium;5.83;59.6;91.0;d2_1;d4_1;16.1;17.4;0.0; 
372;Taxi;5.0;60.4;91.0;d1_1;d1_1;18.0;14.5;0.0; 
99;Taxi;5.0;62.0;87.6;d2_1;d4_1;10.9;21.3;0.0; 
337;Bus;12.5;63.0;91.0;d1_3;d1_3;13.2;1.2;0.0; 
395;Car;5.0;64.6;91.0;d2_1;d4_1;3.6;17.0;0.0; 
364;Car;5.0;65.6;91.0;d1_4;d4_1;27.2;13.9;0.0; 
373;Car;5.0;69.0;91.0;d1_4;d1_4;18.4;13.4;0.0; 
360;Medium;5.83;73.0;87.2;d2_1;d3_4;28.5;22.5;0.0; 
351;Motorcycle;2.5;78.4;91.0;d2_1;d4_1;49.2;16.6;0.0; 
369;Car;5.0;87.2;91.0;d2_0;d2_0;5.9;13.5;0.0; 
287;Car;5.0;87.4;91.0;d2_1;d2_1;21.8;17.2;0.0; 
376;Motorcycle;2.5;91.0;91.0;d1_2;d1_2;30.3;30.3;0.0; 
