id;class;length;entry_time;exit_time;entry_detector;exit_detector;entry_speed;exit_speed;d_from_road_start; 
1244;Car;5.0;5.4;15.4;d1_0;d3_0;20.4;41.9;0.0; 
1273;Car;5.0;6.4;18.4;d1_1;d3_1;20.8;38.5;0.0; 
1246;Bus;12.5;8.0;75.0;d2_1;d3_4;25.7;21.7;0.0; 
1243;Car;5.0;8.4;21.2;d1_0;d3_0;20.3;32.7;0.0; 
1299;Motorcycle;2.5;8.4;18.4;d1_0;d3_0;30.4;32.0;0.0; 
1266;Medium;5.83;9.6;21.6;d1_1;d3_1;24.5;36.3;0.0; 
1259;Taxi;5.0;9.8;19.8;d1_3;d3_3;28.8;35.4;0.0; 
1298;Car;5.0;10.0;18.6;d1_2;d3_2;33.4;38.9;0.0; 
1358;Motorcycle;2.5;10.4;18.8;d1_2;d3_1;32.5;42.0;0.0; 
1245;Car;5.0;10.6;22.6;d1_0;d3_0;28.1;32.4;0.0; 
1293;Car;5.0;11.8;68.6;d2_1;d4_1;22.7;36.8;0.0; 
1303;Taxi;5.0;12.2;21.6;d1_2;d3_2;28.1;39.6;0.0; 
1309;Car;5.0;12.8;24.4;d1_0;d3_0;28.0;31.3;0.0; 
1338;Car;5.0;13.4;24.0;d1_1;d3_1;26.0;39.9;0.0; 
1383;Motorcycle;2.5;13.8;19.2;d1_0;d3_0;57.5;56.8;0.0; 
1351;Taxi;5.0;14.0;23.0;d1_2;d3_2;30.6;40.5;0.0; 
1392;Motorcycle;2.5;14.0;20.0;d1_0;d3_0;53.3;56.0;0.0; 
1252;Car;5.0;14.4;87.4;d2_1;d4_1;17.5;21.7;0.0; 
1314;Car;5.0;15.0;25.4;d1_1;d3_1;24.0;38.1;0.0; 
1363;Motorcycle;2.5;15.4;24.0;d1_2;d3_3;33.6;41.8;0.0; 
1286;Bus;12.5;15.6;27.2;d1_3;d3_3;24.4;31.0;0.0; 
1285;Taxi;5.0;16.4;89.4;d2_0;d4_1;13.7;21.2;0.0; 
1340;Car;5.0;16.6;26.0;d1_0;d3_0;38.8;31.7;0.0; 
1355;Car;5.0;16.8;27.2;d1_1;d3_1;25.6;35.3;0.0; 
1382;Motorcycle;2.5;16.8;24.6;d1_2;d3_2;40.6;41.6;0.0; 
1364;Motorcycle;2.5;17.4;65.8;d2_0;d4_1;22.2;43.1;0.0; 
1367;Car;5.0;19.8;29.4;d1_2;d3_2;32.5;34.4;0.0; 
1408;Motorcycle;2.5;20.0;26.6;d1_0;d3_0;52.3;45.5;0.0; 
1295;Car;5.0;20.0;90.0;d2_1;d4_1;4.5;18.1;0.0; 
1410;Motorcycle;2.5;20.8;27.4;d1_0;d3_0;52.6;43.4;0.0; 
1384;Car;5.0;21.0;29.8;d1_1;d3_1;36.1;38.8;0.0; 
1372;Medium;5.83;22.4;30.0;d1_1;d3_0;37.6;41.2;0.0; 
1326;Bus;12.5;23.0;33.6;d1_3;d3_3;26.7;33.9;0.0; 
1401;Taxi;5.0;24.8;32.0;d1_2;d3_2;41.9;44.6;0.0; 
1341;Car;5.0;26.0;90.0;d2_1;d4_1;14.5;21.8;0.0; 
1409;Car;5.0;26.2;33.0;d1_0;d3_0;48.5;41.6;0.0; 
1345;Car;5.0;26.8;36.8;d1_3;d3_3;30.1;31.8;0.0; 
1369;Car;5.0;27.2;34.2;d1_1;d3_1;46.3;42.7;0.0; 
1416;Taxi;5.0;28.0;35.4;d1_0;d3_0;42.0;42.5;0.0; 
1422;Car;5.0;29.0;36.0;d1_1;d3_1;45.8;45.1;0.0; 
1313;Taxi;5.0;29.2;90.0;d2_1;d4_1;3.4;12.4;0.0; 
1387;Taxi;5.0;29.6;39.0;d1_3;d3_3;29.0;37.5;0.0; 
1352;Car;5.0;30.0;90.0;d2_1;d4_1;8.3;20.0;0.0; 
1360;Car;5.0;30.4;37.2;d1_1;d3_0;48.8;44.0;0.0; 
1447;Motorcycle;2.5;30.8;36.0;d1_1;d3_2;58.7;63.1;0.0; 
1396;Taxi;5.0;31.0;37.4;d1_2;d3_2;45.2;51.0;0.0; 
1397;Motorcycle;2.5;31.8;70.0;d2_0;d4_1;15.4;37.4;0.0; 
1431;Car;5.0;32.4;39.4;d1_0;d3_0;48.1;45.1;0.0; 
1380;Taxi;5.0;32.8;41.6;d1_3;d3_3;34.8;36.1;0.0; 
1428;Car;5.0;33.0;39.8;d1_1;d3_1;44.3;48.2;0.0; 
1434;Car;5.0;33.0;39.4;d1_2;d3_2;46.7;55.4;0.0; 
1440;Car;5.0;36.4;44.4;d1_2;d3_2;40.6;39.9;0.0; 
1445;Taxi;5.0;38.2;44.6;d1_0;d3_0;51.0;49.5;0.0; 
1454;Motorcycle;2.5;38.2;45.2;d1_2;d3_1;43.5;50.4;0.0; 
1457;Motorcycle;2.5;38.4;43.4;d1_1;d3_1;61.2;65.6;0.0; 
1464;Motorcycle;2.5;39.4;44.8;d1_1;d3_1;58.4;60.7;0.0; 
1451;Car;5.0;39.6;45.6;d1_0;d3_0;53.0;52.0;0.0; 
1315;Taxi;5.0;40.2;53.2;d1_4;d4_1;32.8;34.5;0.0; 
1415;Taxi;5.0;40.6;46.2;d1_2;d3_1;57.9;54.3;0.0; 
1461;Motorcycle;2.5;41.2;47.0;d1_1;d3_1;53.8;52.4;0.0; 
1444;Motorcycle;2.5;44.4;51.2;d1_2;d3_2;45.0;47.9;0.0; 
1446;Motorcycle;2.5;46.6;51.8;d1_1;d3_1;58.5;63.7;0.0; 
1406;Taxi;5.0;47.4;56.6;d1_2;d3_2;35.8;36.1;0.0; 
1433;Motorcycle;2.5;48.2;54.6;d1_2;d3_3;42.5;52.9;0.0; 
1429;Medium;5.83;49.0;79.2;d2_0;d4_1;6.3;21.3;0.0; 
1420;Bus;12.5;50.0;90.0;d1_3;d1_3;14.5;3.1;0.0; 
1467;Bus;12.5;50.0;55.2;d1_1;d3_1;55.6;60.8;0.0; 
1450;Bus;12.5;51.4;90.0;d1_2;d1_2;27.4;2.4;0.0; 
1468;Motorcycle;2.5;51.4;57.6;d1_1;d3_1;48.4;53.2;0.0; 
1475;Motorcycle;2.5;51.8;57.6;d1_1;d3_0;48.7;61.5;0.0; 
1472;Motorcycle;2.5;52.4;58.4;d1_1;d3_1;48.1;57.4;0.0; 
1427;Motorcycle;2.5;53.0;90.0;d1_1;d1_0;32.2;19.6;0.0; 
1471;Motorcycle;2.5;53.0;90.0;d1_1;d3_1;32.1;24.2;0.0; 
1470;Motorcycle;2.5;53.4;59.2;d1_1;d3_0;48.0;61.6;0.0; 
1482;Motorcycle;2.5;53.8;90.0;d1_4;d1_4;30.9;11.2;0.0; 
1476;Motorcycle;2.5;55.6;90.0;d1_0;d1_0;32.7;16.4;0.0; 
1439;Taxi;5.0;56.0;90.0;d1_3;d1_3;10.4;0.2;0.0; 
1453;Car;5.0;56.0;90.0;d1_1;d1_1;24.4;11.7;0.0; 
1486;Motorcycle;2.5;56.4;90.0;d1_0;d1_0;32.1;20.8;0.0; 
1371;Car;5.0;58.0;90.0;d1_2;d1_2;11.5;0.9;0.0; 
1474;Taxi;5.0;58.4;90.0;d1_1;d1_1;21.5;2.4;0.0; 
1181;Medium;5.83;62.0;88.2;d2_0;d4_0;20.9;6.3;0.0; 
1494;Motorcycle;2.5;62.4;90.0;d1_1;d1_0;19.8;9.5;0.0; 
1499;Motorcycle;2.5;63.2;90.0;d1_1;d1_0;17.1;7.3;0.0; 
1455;Motorcycle;2.5;63.4;90.0;d1_4;d1_3;18.8;18.1;0.0; 
1460;Motorcycle;2.5;63.4;90.0;d1_1;d1_0;13.3;7.0;0.0; 
1501;Motorcycle;2.5;64.0;90.0;d1_4;d1_4;10.1;12.9;0.0; 
1385;Car;5.0;64.2;90.0;d1_3;d1_3;4.3;0.0;0.0; 
1465;Car;5.0;64.6;90.0;d1_2;d1_2;0.5;0.0;0.0; 
1483;Car;5.0;64.6;90.0;d1_0;d1_0;14.8;0.2;0.0; 
1290;Taxi;5.0;65.4;90.0;d2_0;d4_1;22.2;14.2;0.0; 
1487;Motorcycle;2.5;65.6;90.0;d1_1;d1_0;10.6;0.0;0.0; 
1424;Car;5.0;66.8;85.6;d2_1;d3_4;11.7;15.9;0.0; 
1321;Taxi;5.0;67.8;90.0;d2_0;d4_1;14.3;9.8;0.0; 
1331;Taxi;5.0;68.0;90.0;d2_0;d4_0;24.0;10.4;0.0; 
1346;Car;5.0;69.8;90.0;d2_0;d4_0;16.5;10.2;0.0; 
1188;Car;5.0;70.0;86.4;d2_1;d3_4;20.5;25.8;0.0; 
1391;Taxi;5.0;71.6;90.0;d2_0;d4_0;22.6;9.4;0.0; 
1205;Medium;5.83;74.2;90.0;d2_1;d3_4;22.8;23.9;0.0; 
1281;Taxi;5.0;76.6;90.0;d2_1;d2_1;22.4;0.0;0.0; 
1569;Motorcycle;2.5;89.2;90.0;d1_0;d1_0;34.3;33.9;0.0; 
